song,liked,user_id
Comfortably Numb,0,3763
Conversation Piece,1,3764
Criminal World,0,3765
Cygnet Committee,0,3766
Dancing In The Streets,0,3767
Day In Day Out,1,3768
Days,1,3769
Dead Against It,1,3770
Dead Man Walking,0,3771
Diamond Dogs,0,3772
Did You Ever Have A Dream,0,3773
Dirty Boys,1,3774
DJ,0,3775
Don't Look Down,0,3776
Drive-in Saturday,1,3777
Everyone Says 'hi',0,3778
Fly,0,3779
Future Legend,1,3780
Gospel According To Tony Day,0,3781
Heat,0,3782
"Here Today, Gone Tomorrow",1,3783
Heroes,1,3784
Holy Holy,1,3785
I Can't Explain,1,3786
I Dig Everything,1,3787
I Feel Free,0,3788
I Have Not Been To Oxford Town,0,3789
I Keep Forgetting,1,3790
I Pity The Fool - The Manish Boys,0,3791
I Took A Trip On A Gemini Spaceship,1,3792
I Would Be Your Slave,1,3793
If You Can See Me,0,3794
I'm Deranged,0,3795
I'm Not Losing Sleep,0,3796
In The Heat Of The Morning,1,3797
It Ain't Easy,0,3798
It's Hard To Be A Saint In The City,1,3799
I've Been Waiting For You,0,3800
Knock On Wood,0,3801
Kooks,1,3802
Lady Grinning Soul,1,3803
Lady Stardust,1,3804
Leon Takes Us Outside,1,3805
Let Me Sleep Beside You,0,3806
Let's Dance,1,3807
Letter To Hermione,1,3808
Life Is A Circus,1,3809
Life On Mars?,1,3810
Little Bombadier,0,3811
Little Toy Soldier,0,3812
Little Wonder,1,3813
Liza Jane,0,3814
London Boys,1,3815
Love Is Lost,1,3816
Love Song,0,3817
Love You Till Tuesday,0,3818
Lover To The Dawn,1,3819
Loving The Alien,1,3820
Beautiful People Say,1,3821
Blast Off,0,3822
Can't You Feel The Change?,0,3823
Commander,1,3824
Dangerous,1,3825
Delirious,1,3826
If We Ever,1,3827
In Love With The Dancefloor,1,3828
It's The Way You Love Me,1,3829
One Voice,0,3830
She Wolf,0,3831
Sound Of Letting Go,1,3832
Stay,0,3833
Sunshine,1,3834
Surrender,1,3835
The World Is Mine,1,3836
Think About You,0,3837
This One's For You (feat. Zara Larsson),0,3838
Tomorrow Can Wait,1,3839
Toy Story,1,3840
Toyfriend,0,3841
What I Did For Love,0,3842
When Love Takes Over,1,3843
Where Them Girls At,0,3844
Without You,1,3845
Christmas Star,1,3846
If You Walked Away,1,3847
It's In Everyone Of Us,1,3848
Old Songs,0,3849
Over And Over Again,1,3850
Tryin' To Get The Feeling Again,0,3851
A Girl Named Mary And A Boy Named Bill,0,3852
A Winter Romance,0,3853
About A Quarter To Nine,0,3854
Absence Makes The Heart Grow Fonder,0,3855
Ain't Nothing Like The Real Thing,1,3856
Ain't That A Kick In The Head,0,3857
Alabamy Bound,0,3858
All I Do Is Dream Of You,0,3859
All I Have To Give You,0,3860
All In A Night's Work,0,3861
All Of Me,0,3862
Almost Like Being In Love,0,3863
Always In My Heart,0,3864
Angel Baby,1,3865
Any Time,1,3866
Anything You Can Do,1,3867
April Again,1,3868
April In Paris,0,3869
Arrivederci Roma,0,3870
Artists And Models (feat. Jerry Lewis),0,3871
As You Are,1,3872
Baby It's Cold Outside,1,3873
Baby-o,1,3874
Baby Obey Me,1,3875
Baby Won't You Please Come Home,1,3876
Babyface,1,3877
Basin Street Blues,0,3878
Be An Angel,1,3879
Be Honest With Me,1,3880
Beau James,1,3881
Because You're Mine,0,3882
Bella Bella Bambina,1,3883
Belle From Barcelona,0,3884
Bet-I-Cha,1,3885
Better Than A Dream (feat. Judy Holliday),0,3886
"Blue, Blue Day",1,3887
Blue Moon,0,3888
Blue Smoke (Kohu-Auwahi),0,3889
Brahms Lullaby,0,3890
Bumming Around,0,3891
Buona Sera,0,3892
Buttercup A Golden Hair,0,3893
By The Time I Get To Phoenix,1,3894
Canadian Sunset,0,3895
Candy Kisses,0,3896
Carolina In The Morning,1,3897
Carolina Moon,1,3898
C'est Magnifique,1,3899
C'est Si Bon,0,3900
Cha-Cha-Cha D'amour,0,3901
Chee-Chee Oo Chee (Sang The Little Bird),0,3902
Come Back To Sorrento (Torna A Surrento),1,3903
Crying Time,0,3904
Darling Je Vous Aime Beaucoup,0,3905
Deep Purple,0,3906
Detour,1,3907
Detroit City,0,3908
Dinah,0,3909
Don't Let The Stars Get In Your Eyes,1,3910
Don't You Remember,1,3911
Down Home,1,3912
Dream,0,3913
Dreamy Old New England Moon,1,3914
For Me And The Gal,1,3915
Give Me A Sign,0,3916
Here Comes My Baby,0,3917
Hit The Road To Dreamland,0,3918
Houston,0,3919
How It Lies How It Lies How It Lies,0,3920
How Sweet It Is,0,3921
I Have But One Heart (O Marenariello),1,3922
I Know A Dream When I See One,1,3923
I Know I Can't Forget,0,3924
I Love Paris,1,3925
(I Love You) For Sentimental Reasons,1,3926
I Never Had A Chance,0,3927
I Still Get A Thrill,0,3928
I Take Alot Of Pride In What I Am,1,3929
I Will,1,3930
I Wish You Love,1,3931
If You Were The Only Girl In The World,1,3932
I'm Leaving It (all) Up To You,1,3933
Invisible Tears,0,3934
It's A Good Day,1,3935
It's Easy To Remember,0,3936
June In January,1,3937
Kiss,0,3938
Let Me Love You Tonight,0,3939
Little Did We Know,0,3940
Defensive Personalities,1,3941
Nothing Is Everything,1,3942
Open Casket,0,3943
Painkiller,1,3944
Pull The Plug,1,3945
Regurgitated Guts,1,3946
Sacred Serenity,1,3947
Scream Bloody Gore,1,3948
Spirit Crusher,1,3949
Story To Tell,1,3950
Anya,1,3951
Back To Back,0,3952
Bad Attitude,0,3953
Bird Has Flown,1,3954
Black Night,1,3955
Blind,1,3956
Breakfast In Bed,0,3957
Burn,0,3958
Call Of The Wild,0,3959
Cascades: I'm Not Your Lover,1,3960
Chasing Shadows,0,3961
Child In Time,0,3962
Clearly Quite Absurd,1,3963
Demon's Eye,0,3964
Fire Ice And Dynamite,0,3965
Freedom,0,3966
Gettin' Tighter,0,3967
Girls Like That,0,3968
Hallelujah,0,3969
Hard Lovin' Man,0,3970
Hard Lovin' Woman,0,3971
Haunted,1,3972
Hell To Pay,1,3973
Help,1,3974
Holy Man,0,3975
Hush,1,3976
I Need Love,1,3977
I'm Alone,0,3978
Into The Fire,0,3979
I've Got Your Number,0,3980
Jack Ruby,1,3981
Junkyard Blues,1,3982
Kentucky Woman,1,3983
King Of Dreams,1,3984
Kiss Tomorrow Goodbye,1,3985
Kneel And Pray,0,3986
Knocking At Your Back Door,1,3987
Lady Double Dealer,0,3988
Lady Luck,1,3989
Lalena,0,3990
Lay Down Stay Down,0,3991
Lucille,1,3992
Mad Dog,1,3993
Might Just Take Your Life,0,3994
Nobody's Home,1,3995
Not Responsible,1,3996
One Man's Meat,1,3997
One More Rainy Day,0,3998
Our Lady,0,3999
Out Of Hand,0,4000
Paint It Black,1,4001
Painted Horse,0,4002
Perfect Strangers,1,4003
Pictured Within,1,4004
Second Movement: Andante,1,4005
Shield,0,4006
Smooth Dancer,0,4007
Soldier Of Fortune,1,4008
Solitaire,1,4009
Stormbringer,1,4010
Strange Kind Of Woman,1,4011
Strangeways,1,4012
Street Of Dreams,1,4013
Sun Goes Down,1,4014
Sweet Wine,0,4015
Talk About Love,1,4016
The Battle Rages On,1,4017
The Orange Juice Song,0,4018
The Purpendicular Waltz,1,4019
The Spanish Archer,0,4020
Wicked Ways,0,4021
You Keep On Moving,1,4022
20Th Century Boy,0,4023
Action! Not Words,1,4024
Animal,1,4025
Another Hit And Run,1,4026
Blood Runs Cold,0,4027
Come Undone,1,4028
Desert Song,0,4029
Fractured Love,1,4030
Immortal,1,4031
Lady Strange,0,4032
Little Wing,1,4033
Love And Affection,1,4034
Make Love Like A Man,0,4035
Medicine Man,1,4036
"Mirror, Mirror (Look Into My Eyes)",0,4037
Miss You In A Heartbeat,1,4038
Move With Me Slowly,0,4039
Nine Lives,0,4040
No Matter What,0,4041
Only The Good Die Young,0,4042
Pearl Of Euphoria,1,4043
Personal Property,0,4044
Pour Some Sugar On Me,1,4045
Ride Into The Sun,1,4046
Ring Of Fire,0,4047
Rock Brigade,1,4048
Rock On,0,4049
Rock! Rock! Till You Drop,0,4050
Rocket,0,4051
Rocks Off,1,4052
Run Riot,0,4053
Satellite,1,4054
Scar,0,4055
She's Too Tough,1,4056
Street Life,1,4057
Travelling Band,1,4058
Truth?,0,4059
When Saturday Comes,1,4060
White Lightning,1,4061
Worlds Collide,0,4062
You're So Beautiful,0,4063
AfterShock,0,4064
All I Want For Christmas Is You,1,4065
Baby,0,4066
Brand New Day,0,4067
Everything You're Not,1,4068
Have Yourself A Merry Little Christmas,0,4069
How Does She Know,1,4070
How We Do This,0,4071
Open,1,4072
Sing A Song For You,1,4073
Smile,0,4074
Solo,1,4075
Stop The World,0,4076
Two Worlds Collide,1,4077
Up,1,4078
Warrior,0,4079
Who Will I Be,0,4080
World Of Chances,1,4081
You're My Favorite Song,1,4082
Addiction,1,4083
All That's Mine,0,4084
And Then...,0,4085
Any Second Now,1,4086
Barrel Of A Gun,0,4087
Behind The Wheel,1,4088
Better Days (Basteroid 'Dance Is Gone' Vocal Mix),0,4089
Black Celebration,1,4090
Clean,1,4091
Condemnation,0,4092
Damaged People,1,4093
Death's Door,1,4094
Dreaming Of Me,0,4095
Everything Counts,1,4096
Fly On The Windscreen,1,4097
Fools,1,4098
Fragile Tension,0,4099
Freelove,1,4100
Freestate,1,4101
Happiest Girl,1,4102
Heaven,0,4103
Higher Love,1,4104
Home,1,4105
I Feel You,0,4106
I Like It,0,4107
I Sometimes Wish I Was Dead,1,4108
I Want It All,0,4109
If You Want,0,4110
In Sympathy,0,4111
Insight,1,4112
It Doesn't Matter,0,4113
It's Called A Heart,1,4114
Jezebel,0,4115
John The Revelator,1,4116
Little 15,1,4117
More Than A Party,0,4118
Never Turn Your Back On Mother Earth (Bong Magazine),0,4119
Newborn,0,4120
Oh Well,0,4121
One Caress,1,4122
People Are People,0,4123
Personal Jesus,0,4124
"Pleasure, Little Treasure",0,4125
Reason Man,1,4126
Route 66,0,4127
Rush,1,4128
Sacred,0,4129
Satellite,0,4130
Sea Of Sin,1,4131
See You,1,4132
Set Me Free,1,4133
Shine,0,4134
Sister Of Night,1,4135
Smile In A Crowd (Oriental Mix),0,4136
Somebody,0,4137
Something To Do,0,4138
Song For Europe (Unreleased Track),1,4139
Stories Of Old,0,4140
Suffer Well,1,4141
Surrender,0,4142
Sweetest Perfection,1,4143
The Bottom Line,0,4144
The Landscape Is Changing,0,4145
The Love Thieves,1,4146
The Sinner In Me,1,4147
The Sweetest Condition,1,4148
The Things You Said,0,4149
Two Minute Warning,0,4150
Useless,0,4151
What's Your Name?,1,4152
When The Body Speaks,0,4153
World Full Of Nothing,1,4154
World In My Eyes,1,4155
Dawghaus,0,4156
Devo Has Feelings Too,0,4157
Disco Dancer,0,4158
Find Out,0,4159
Gates Of Steel,1,4160
Gut Feeling,1,4161
Happy Guy,0,4162
I'm A Potato,1,4163
Jimmy,1,4164
Modern Life,1,4165
Race Of Doom,1,4166
S.I.B. (Swelling Itching Brain),0,4167
Spin The Wheel,0,4168
Super Cop,0,4169
That's Good,1,4170
That's Pep!,1,4171
That's What He Said,0,4172
The 4Th Dimension,1,4173
The Big Picture,0,4174
Time Out For Fun,1,4175
Too Much Paranoia,1,4176
Turn Around,0,4177
When We Do It,1,4178
Whip It,0,4179
Air Mata,0,4180
Aku Cinta Kau Dan Dia,0,4181
Aspirasi Putih,1,4182
Flower In The Desert,1,4183
Kasidah Cinta,1,4184
Kirana,0,4185
Lagu Cinta,1,4186
Roman Picisan,0,4187
A Brand New Day,0,4188
A Dream Is A Wish Your Heart Makes,0,4189
A Simple Thing Like Cry,0,4190
After You,1,4191
Ain't No Mountain High Enough,0,4192
Ain't No Sad Song,1,4193
Ain't Nothin' But A Maybe,0,4194
All Night Lover,0,4195
All Of Me,1,4196
All Of You,1,4197
Always And Forever,0,4198
Amazing Grace,1,4199
Anywhere You Run To,1,4200
Behind Closed Doors,0,4201
Can't Get Started With You,1,4202
Change Of Heart,0,4203
Confide In Me,0,4204
Don't Give Up On Each Other,1,4205
"Doobedood'ndoobe, Doobedood'ndoobe, Doobedood'ndoo",1,4206
Endless Love,1,4207
Give Up,1,4208
He Lives In You,1,4209
I Ain't Been Licked,0,4210
I Hear A Symphony,0,4211
I Thought It Took A Little Time,0,4212
I Want You,1,4213
If We Hold On Together,0,4214
I'll Settle For You,1,4215
Imagine,0,4216
In And Out Of Love,1,4217
In Your Arms,0,4218
It's The Same Old Song,0,4219
Last Time I Saw Him,0,4220
Let It Snow! Let It Snow! Let It Snow!,1,4221
Let Me Go The Right Way,0,4222
Let Somebody Know,1,4223
Let's Do It,1,4224
Let's Go Up,1,4225
Love Is Here And Now You're Gone,1,4226
Love Or Loneliness,0,4227
Love Story,0,4228
Love Will Make It Right,1,4229
More Today Than Yesterday,0,4230
My Man,1,4231
Expresso Love,0,4232
I Think I Love You Too Much,1,4233
Industrial Disease,0,4234
Iron Hand,1,4235
Lions,0,4236
On Every Street,0,4237
Ride Across The River,1,4238
Skateaway,0,4239
Tunnel Of Love,0,4240
Why Worry,1,4241
Wonderful Tonight,0,4242
You And Your Friend,0,4243
Your Latest Trick,0,4244
Female Trouble,1,4245
Good' N Plenty,1,4246
I Never Thought,1,4247
It's About Time,1,4248
Missing U,1,4249
Shout It Out,1,4250
Sweet Essence,0,4251
Tell Me,1,4252
The Name Game,1,4253
These Lips,1,4254
Twistin' The Night Away,1,4255
Under The Weather,0,4256
You Think You're A Man,1,4257
A Christmas To Remember,1,4258
A Few Old Memories,1,4259
A Lil' Ole Bitty Pissant Country Place,0,4260
Act Like A Fool,1,4261
Afraid To Live And Afraid Of Dying,0,4262
Afraid To Love Again,1,4263
After The Goldrush,0,4264
Alabama Sundown,1,4265
All I Can Do,0,4266
All I Need Is You,0,4267
Almost In Love,1,4268
Always The First Time,0,4269
Amazing Grace,0,4270
Appalachian Memories,1,4271
Applejack,1,4272
As Long As I Love,0,4273
As Much As Always,0,4274
As Soon As I Touched Him,1,4275
Baby Come Out Tonight,1,4276
Baby Sister,1,4277
Back Home,0,4278
Before I Met You,1,4279
Before Our Weakness Gets To Strong,0,4280
Blowin' In The Wind,0,4281
Book Of Life,1,4282
Brave Little Soldier,0,4283
Chas,0,4284
Chicken Every Sunday,0,4285
Christmas Without You,0,4286
Coat Of Many Colors,1,4287
Come Back To Me,0,4288
Could I Have Your Autograph,1,4289
Country Is As Country Does,1,4290
Country Road,0,4291
Crimson And Clover,0,4292
D. I. V. O. R. C. E.,1,4293
Do I Ever Cross Your Mind,0,4294
Do You Hear The Robins Sing,0,4295
Do You Think That Time Stands Still,0,4296
Don't Call It Love,0,4297
Down On Music Row,1,4298
Dr. Robert F. Thomas,0,4299
Dump The Dude,1,4300
Eagle When She Flies,1,4301
Early Morning Breeze,0,4302
Elusive Butterfly,1,4303
Falling Out Of Love With Me,1,4304
Family,0,4305
Fuel To The Flame,0,4306
Gamble Either Way,1,4307
Gettin' Happy,1,4308
Getting In My Way,0,4309
Go Tell It On The Mountain,1,4310
Go To Hell,1,4311
Golden Streets Of Glory,1,4312
Hard Candy Christmas,1,4313
Harper Valley PTA,0,4314
He Left Me Love,1,4315
He Would Know,1,4316
Heartbreak Express,0,4317
Heartbreaker,0,4318
Heartsong,0,4319
Heaven's Just A Prayer Away,1,4320
Home For Pete's Sake,1,4321
I Dreamed Of A Hillbilly Heaven,0,4322
I Just Might,0,4323
I Know You By Heart,1,4324
I Really Don't Want To Know,0,4325
A!! She Wants To Do Is Dance,0,4326
Building The Perfect Beast,1,4327
I Will Not Go Quietly,1,4328
Inside Job,0,4329
Inside Out,0,4330
Little Tin God,0,4331
Nobody Else In The World But You,1,4332
Taking You Home,0,4333
Through Your Hands,0,4334
You Better Hang Up,1,4335
You Don't Know Me At All,0,4336
Building My Body,0,4337
Castles In The Air,1,4338
Chain Lightning,1,4339
Circus Song,0,4340
Crying,1,4341
Crying In The Chapel,1,4342
Did You Know,0,4343
Everyday,0,4344
Falling Through Time,1,4345
General Store,1,4346
Genesis (In The Beginning),1,4347
Infinity,1,4348
It's Just The Sun,0,4349
Jerusalem,0,4350
Jump,1,4351
La La I Love You,1,4352
Mother Nature,0,4353
Pretty Paper,1,4354
Siamese Twins,0,4355
Superman's Ghost,1,4356
Your Cheatin' Heart,1,4357
All We Like Sheep,0,4358
Arise,1,4359
As We Worship You,1,4360
At The Foot Of The Cross,1,4361
At The Foot Of The Cross (Ashes To Beauty),0,4362
Be It Unto Me,1,4363
Burn,0,4364
I Believe There Is More,1,4365
I Will Sing,0,4366
If You Could See Me Now,0,4367
Our Father,1,4368
Sing For Joy,0,4369
"Wonderful, Magnificent God",1,4370
A Runner With The Pack,1,4371
All Through The Night,1,4372
Any Way At All,0,4373
Autumn Changes,0,4374
Back In Love Again,1,4375
Back Where You Belong,1,4376
Bad Girls,0,4377
Bad Reputation,1,4378
Be Myself Again,1,4379
Black Lady,1,4380
Body Talk,0,4381
Born To Die,0,4382
Breakaway,0,4383
Breakdown,1,4384
Breath Of Heaven,0,4385
Come With Me,1,4386
Domino,1,4387
Don't Cry For Me Argentina,0,4388
Drivin' Down Brazil,1,4389
Friends,0,4390
Get Ethnic,0,4391
Grand Illusion,0,4392
He's A Rebel,1,4393
Highway Runner,0,4394
I Don't Wanna Work,1,4395
I Feel Love,1,4396
I Got Your Love,0,4397
I Got Your Love (Ralphi Rosario Dub),0,4398
I Need Time,1,4399
I Remember Yesterday,0,4400
I Will Survive,0,4401
(If It) Hurts Just A Little,1,4402
If It Makes You Feel Good,1,4403
Journey To The Center Of Your Heart,1,4404
Love To Love You Baby,1,4405
Love's Unkind,1,4406
Lucky,1,4407
Lush Life,1,4408
Mac Arthur Park,0,4409
Maybe It's Over,1,4410
Melanie,0,4411
Melody Of Love,0,4412
Mimi's Song,1,4413
Mistaken Identity,1,4414
My Baby Understands,0,4415
My Life,0,4416
My Man Medley,1,4417
Mystery Of Love,0,4418
O Holy Night,1,4419
Oh Billy Please,1,4420
On My Honor,1,4421
On The Radio,0,4422
Only The Fool Survives,0,4423
Pandora's Box,0,4424
She Works Hard For The Money,0,4425
Sing Along,0,4426
Some Of These Days,0,4427
Something's In The Wind,1,4428
Spring Affair,0,4429
Spring Affair (In Album Live And More),1,4430
Sweet Emotion,0,4431
Take Me,1,4432
The Man I Love,1,4433
"Theme From The Deep (Down, Deep Inside)",1,4434
(Theme) Once Upon A Time,0,4435
There Will Always Be A You,0,4436
This Time I Know It's For Real,0,4437
Tokyo,0,4438
"Another Park, Another Sunday",0,4439
Can't Stand To Lose,1,4440
China Grove,0,4441
Chinatown,0,4442
Clear As The Driven Snow,1,4443
Cotton Mouth,1,4444
Dangerous,0,4445
Dark Eyed Cajun Woman,0,4446
Disciple,1,4447
Down In The Track,0,4448
Gates Of Eden,1,4449
Greenwood Creek,1,4450
Growin' A Little Each Day,1,4451
Here To Love You,1,4452
Higher Ground,0,4453
I Can Read Your Mind,1,4454
It Keeps You Runnin',0,4455
Jesus Is Just Alright,0,4456
Keep This Train A-Rollin',0,4457
Little Darling,1,4458
Need A Lady,0,4459
Our Love,1,4460
Showdown,0,4461
Spirit,0,4462
Take Me In Your Arms,1,4463
Takin' It To The Streets,0,4464
Travelin' Man,0,4465
American Night,0,4466
Angels And Sailors,0,4467
Been Down So Long,0,4468
Black Train Song (live),1,4469
Build Me A Woman,1,4470
Easy Ride,1,4471
"Get Out Of My Life, Woman",0,4472
Go Insane,1,4473
I Can't See Your Face,0,4474
I Looked At You,0,4475
Latino Chrome,1,4476
Love Street,1,4477
Maggie M'gill,0,4478
Mental Floss,0,4479
Orange County Suite,1,4480
Runnin' Blue,0,4481
Stoned Immaculate,0,4482
Strange Days,1,4483
Take It As It Comes,1,4484
The Crystal Ship,1,4485
The End,0,4486
The Unknown Soldier,0,4487
Who Do You Love,1,4488
Who Scared You,1,4489
Wild Child,1,4490
Wintertime Love,1,4491
Wishful Sinful,0,4492
A Woman's Touch,0,4493
Bewitched,0,4494
Christmas Story,1,4495
Have Yourself A Merry Little Christmas,0,4496
I'm An Indian,0,4497
It All Depends On You,1,4498
It Takes Time,0,4499
It's Magic,0,4500
I've Got My Love To Keep Me Warm,0,4501
Let It Snow! Let It Snow! Let It Snow!,0,4502
Love Me Or Leave Me,1,4503
Lover Come Back,1,4504
Lullaby Of Broadway,1,4505
"Perhaps, Perhaps",0,4506
Shanghai,0,4507
The Party's Over,1,4508
6 Man,1,4509
Believe It Or Not,1,4510
Best I Ever Had,0,4511
Brand New,0,4512
Cameras,1,4513
Come Thru,1,4514
Enough Said,0,4515
Furthest Thing,1,4516
Headlines,1,4517
Hold On We're Going Home And From Time,0,4518
HYFR,1,4519
I'm Ready For You,1,4520
I'm Still Fly,1,4521
Independent Queen,1,4522
Juice,1,4523
Karaoke,0,4524
Know Yourself,1,4525
Light Up,1,4526
Make Me Proud,1,4527
Messages From You,1,4528
My Side,0,4529
No Tellin',1,4530
Pop Style,1,4531
Preach,0,4532
Replacement Girl,1,4533
Right Hand,0,4534
Runaway Girl,0,4535
Say What's Real,0,4536
Still Here,1,4537
Stunt Hard,0,4538
Stunt On You,0,4539
Sweeterman (Remix),0,4540
Take Care,0,4541
The Language,1,4542
The Resistance,1,4543
The Search,0,4544
Trust Issues,1,4545
Try Harder,0,4546
Unforgettable,1,4547
Up All Night,1,4548
Wednesday Night Interlude,0,4549
What If I Kissed You,0,4550
Where Were You,1,4551
06:00,1,4552
A Nightmare To Remember,1,4553
About To Crash (Reprise),0,4554
Along For The Ride,1,4555
Anna Lee,0,4556
Another Day,1,4557
Another Won,1,4558
As I Am,1,4559
Behind The Veil,0,4560
Best Of Times,1,4561
Blind Faith,1,4562
Breaking All Illusions,0,4563
Home,0,4564
Honor Thy Father,1,4565
In The Presence Of Enemies Part 1,0,4566
Octavarium,0,4567
Outcry,1,4568
Perfect Strangers,1,4569
Peruvian Skies,0,4570
Scene One: Regression,1,4571
Solitary Shell,0,4572
Space-Dye Vest,1,4573
Status Seeker,0,4574
Strange Deja Vu,0,4575
Surrounded,0,4576
The Silent Man,0,4577
The Spirit Carries On,1,4578
The Test That Stumped Them All,0,4579
This Dying Soul,0,4580
Under A Glass Moon,0,4581
Voices,1,4582
War Inside My Head,0,4583
A Love Like Yours,1,4584
All Cried Out,1,4585
Angels,0,4586
Another Night,1,4587
Any Other Fool,0,4588
Anyone Who Had A Heart,0,4589
Bad Case Of The Blues,0,4590
Born This Way,1,4591
Brand New Me,0,4592
Chained To A Memory,0,4593
Come Back To Me,1,4594
Di Fronte All'amore,1,4595
Getting It Right,0,4596
Girls Can't Do What The Guys Do,1,4597
Girls It Ain't Easy,0,4598
Give Me The Night,0,4599
Have A Good Life Baby,0,4600
Heartbeat,1,4601
He's Got Something,1,4602
I Can't Give Back The Love I Feel For You,0,4603
I Can't Hear You No More,0,4604
I Only Want To Be With You,0,4605
If It Hadn't Been For You,1,4606
It Goes Like It Goes,1,4607
It Was Easier To Hurt Him,1,4608
Let Me Down Easy,0,4609
Let Me Love You Once Before You Go,1,4610
Lose Again,1,4611
Losing You,0,4612
Losing You (Track,0,4613
Lost,1,4614
Love Shine Down,0,4615
Make It With You,1,4616
Mama's Little Girl,1,4617
Meditation,1,4618
Mixed Up Girl,0,4619
Mockingbird,0,4620
No Easy Way Down,1,4621
Occupy Your Mind,1,4622
Roll Away,0,4623
Sandra,1,4624
Save Me Save Me,0,4625
Say I Won't Be There,0,4626
Sea And Sky,1,4627
See All Her Faces,1,4628
So Much Love,1,4629
Chug All Night,1,4630
Doolin-Dalton,0,4631
Falling Down The Stairs,1,4632
I Wish You Peace,0,4633
It's Your World Now,0,4634
James Dean,1,4635
Life's Been Good,0,4636
My Man,0,4637
Outlaw Man,0,4638
Peaceful Easy Feeling,0,4639
Please Come Home For Christmas,1,4640
Pretty Maids All In A Row,1,4641
Seven Bridges Road,1,4642
Take The Devil,1,4643
The Girl From Yesterday,0,4644
Try And Love Again,1,4645
Tryin',1,4646
Even My Dad Does Sometimes,0,4647
Friends,1,4648
Heaven,0,4649
Homeless,0,4650
Make It Rain,0,4651
Nina,0,4652
Touch And Go,0,4653
Wayfaring Stranger,0,4654
Where We Land,1,4655
Big Door,1,4656
Boll Weevil Song,0,4657
Cherished Memories,0,4658
C'mon Everybody,0,4659
Completely Sweet,1,4660
Cotton Picker,1,4661
Cradle Baby,1,4662
Cryin' In One Eye,1,4663
Cut Across Shorty,0,4664
Dark Lonely Street,0,4665
Doin' The Hully Gully,1,4666
Don't Be Bashful Little Girl,1,4667
Don't Bye-bye-baby Me,0,4668
Don't Ever Let Me Go,1,4669
Don't Wake Up The Kids,0,4670
Drive In Show,0,4671
Drownin' All My Sorrows,1,4672
Even Then,0,4673
Fontella,1,4674
Fool's Paradise,0,4675
Gambler's Guitar,1,4676
Git It,0,4677
Goodbye Bye Bye Bye,0,4678
Guilty Concience,1,4679
Hey Diddle Diddle,0,4680
Hide And Go Seek,1,4681
How'd Ya Do,0,4682
Hurry Up,0,4683
I Almost Lost My Mind,0,4684
I Can't Wait,0,4685
I Don't Like You Anymore,1,4686
I Hate Rabbits,0,4687
I'm Ready,1,4688
It Happened To Me,1,4689
It's Heaven,1,4690
Jelly Bean,0,4691
Latch On,0,4692
Love Is Made Of This,1,4693
Lovin' Time,1,4694
Mean When I'm Mad,1,4695
My Blind Date,0,4696
My Tattle Tale,1,4697
Never,0,4698
New Shoes,1,4699
Once More,1,4700
One Kiss,0,4701
One Minute To One,0,4702
Oo Ba La Baby,0,4703
Open The Door,1,4704
Opportunity,1,4705
Playboy,1,4706
Pocketful Of Hearts,1,4707
Proud Of You,0,4708
Take My Hand,1,4709
Teresa,1,4710
That's What It Takes To Make A Man,1,4711
Tired And Sleepy,1,4712
Tood-A-Loo,1,4713
Twenty Flight Rock,1,4714
Two Young Lovers,0,4715
Walk The Dog,1,4716
What'd I Say,1,4717
White Lightning,0,4718
Willa Mae,0,4719
Yesterday's Heartbreak,0,4720
You Been Torturing Me,0,4721
You're The Reason,1,4722
10538 Overture,1,4723
21St Century Man,0,4724
A Long Time Gone,1,4725
Above The Clouds,1,4726
As A Matter Of Fact,0,4727
Auntie -,0,4728
Baby I Apologise,1,4729
Big Chief Woolley Bosher,1,4730
Big Wheels,0,4731
Birmingham Blues,0,4732
Bouncer,1,4733
Can't Get It Out Of My Head,0,4734
Do Ya,0,4735
Don't Walk Away,0,4736
Dreaming Of 4000,0,4737
Hello,1,4738
Hello My Old Friend,1,4739
Helpless,0,4740
Here Is The News,0,4741
Just For Love,1,4742
Laredo Tornado,1,4743
Last Train To London,1,4744
Livin' Thing,0,4745
Look At Me Now,0,4746
Loser Gone Wild,0,4747
Lucky Man,1,4748
Mandalay,0,4749
Melting In The Sun,1,4750
Midnight Blue,0,4751
Mission,0,4752
Moment In Paradise,0,4753
Nobody's Child,0,4754
On The Run,0,4755
Sea Of Dreams,1,4756
Send It,1,4757
State Of Mind,1,4758
Sweet Is The Night,1,4759
Sweet Talking Woman,1,4760
Take Me On And On,1,4761
Wishing,1,4762
Zing Went The Strings Of My Heart,1,4763
A Night In Tunisia,1,4764
Ac-Cent-Tchu-Ate The Positive,1,4765
After You've Gone,0,4766
Air Mail Special,0,4767
All My Life,1,4768
All That Jazz,0,4769
All The Things You Are,0,4770
All Through The Night,1,4771
Almost Like Being In Love,0,4772
Always True To You In My Fashion,1,4773
Angels We Have Heard On High,1,4774
April In Paris,0,4775
As Long As I Live,0,4776
At Last,1,4777
Bli-Blip,1,4778
Blue Room,1,4779
Born To Be Blue,0,4780
But Not For Me,1,4781
By Myself,1,4782
Change Partners,0,4783
Cheek To Cheek,0,4784
Dreams Are Made For Children,1,4785
Drop Me Off In Harlem,1,4786
Early Autumn,0,4787
Everyone's Wrong But Me,0,4788
